USER_ID,1.2007,2.2007,3.2007,4.2007,5.2007,6.2007,7.2007,8.2007,9.2007,10.2007,11.2007,12.2007,1.2008,2.2008,3.2008,4.2008,5.2008,6.2008,7.2008,8.2008,9.2008,10.2008,11.2008,12.2008,1.2009,2.2009,3.2009,4.2009,5.2009,6.2009,7.2009,8.2009,9.2009,10.2009,11.2009,12.2009,1.201,2.201,3.201,4.201,5.201,6.201,7.201,8.201,9.201,10.201,11.201,12.201,1.2011,2.2011,3.2011,4.2011,5.2011,6.2011,7.2011,8.2011,9.2011,10.2011,11.2011,12.2011,1.2012,2.2012,3.2012,4.2012,5.2012,6.2012,7.2012,8.2012,9.2012,10.2012,11.2012,12.2012,1.2013,2.2013,3.2013,4.2013,5.2013,6.2013,7.2013,8.2013,9.2013,10.2013,11.2013,12.2013,1.2014,2.2014,3.2014,4.2014,5.2014,6.2014,7.2014,8.2014,9.2014,10.2014,11.2014,12.2014
1,1382.422,1174.4260000000002,1300.257,1258.313,1996.303,1931.907,1987.991,1736.634,1680.614,1728.5680000000002,1438.668,1486.623,1486.622,1395.8580000000002,1492.124,1470.466,2312.8500000000004,2238.242,2312.9,2013.735,1939.125,2003.76,1579.478,1632.127,1632.127,1519.3049999999998,1685.932,1631.546,2317.04,2262.655,2338.17,1842.875,1783.427,1821.231,1458.7979999999998,1534.006,1570.81,1522.227,1699.066,1644.258,2155.42,2170.822,2243.254,1725.8560000000002,1635.652,1690.173,1383.996,1401.235,1401.235,1171.2489999999998,1254.942,1214.46,1440.98,1468.1479999999997,1517.166,1301.82,1228.953,1269.917,1196.779,1232.979,1232.9789999999998,1095.697,1147.753,1110.7279999999998,1457.525,1533.1440000000002,1591.0259999999998,1379.826,1275.6999999999998,1318.223,1208.3290000000002,1208.304,1208.304,1093.712,1211.46,1172.38,1454.244,1463.722,1512.556,1269.37,1159.783,1198.442,1098.388,1125.238,1125.238,963.514,1056.996,1022.899,1271.014,1290.422,1333.514,1265.238,1214.636,1255.124,1120.771,1138.734
2,7905.32,5413.334,5993.334,4106.666,744.0,720.0,3741.379,9191.155,8894.666,8786.133,7960.001,8225.334,9359.053,11347.767,12130.372,8663.978,4797.46,4642.702,4617.263,3850.526,3726.315,4239.101,7612.049,7865.783,8104.267,7661.044,8481.869,8208.183,8481.6,8208.0,8708.083999999999,9119.873,8825.684,9318.271,9569.671,9888.66,10388.666,10487.273,11610.909,9618.233,6594.704,6381.972,4974.0,1357.8,1314.0,1357.8,1314.0,1385.889,1458.028,1510.0700000000002,1671.863,1653.007,1792.685,1734.8580000000002,1868.841,2011.411,1946.526,2046.613,2097.391,2167.304,2416.96,3061.762,3272.919,3156.1539999999995,3215.117,3111.402,3308.652,3476.09,3363.958,4645.712,10136.584,18641.062,17555.182,13458.791,14900.805000000002,14038.416,13421.652,12988.696,13065.893,12039.986,11651.6,14291.219,18405.291,19018.801,19576.29,18912.694,20939.053,19374.477,17493.704,16929.392,17377.625,17091.422,16540.085000000003,18850.754,24080.084000000003,24882.754
3,690.396,623.583,742.4730000000001,750.3530000000001,775.364,902.06,965.227,965.227,600.691,567.711,564.56,685.23,685.23,641.02,843.564,821.46,877.268,1247.812,1289.699,1289.699,711.754,716.369,693.26,1078.369,1103.334,996.559,555.103,435.169,449.674,1156.011,1249.203,1249.203,734.662,724.146,700.786,700.54,700.54,632.745,719.621,708.073,731.674,1228.807,1329.809,1329.809,782.513,678.293,656.413,722.902,735.913,664.696,800.399,800.11,826.781,1158.362,1332.557,1332.557,856.066,721.708,698.427,617.52,592.515,554.289,715.936,768.275,793.885,910.265,985.617,985.617,670.238,619.318,599.34,611.99,610.228,551.174,623.867,608.334,628.611,911.666,1021.69,1021.69,686.551,575.614,557.045,653.963,672.766,607.66,677.423,657.718,679.641,825.239,939.605,939.605,637.604,538.535,521.163,572.468
4,2417.937,2349.342,2759.761,2670.737,3835.813,4569.651,4721.991,3828.945,3081.26,3183.968,2765.165,2639.579,2639.579,2393.463,2492.669,2412.261,3748.353,4628.177,4782.473,4113.0740000000005,3446.905,3561.802,2653.656,2267.552,2267.552,2058.276,2290.061,2216.188,3231.826,3878.125,4007.412,3179.397,2498.117,2581.386,2339.6760000000004,2308.515,2308.515,2223.695,2638.99,2553.861,3701.874,5006.6720000000005,5173.59,4415.826,3382.9210000000003,3495.684,3044.435,2688.5260000000003,2688.5260000000003,2576.173,3105.131,3004.965,3801.44,4745.743,4986.655000000001,4082.038,3003.927,3104.057,2636.273,2289.9700000000003,2289.9700000000003,2291.968,2647.038,2561.649,3423.671,4891.544,5054.632,4094.194,3090.764,3193.789,2949.594,2902.0420000000004,2902.0420000000004,2552.267,2737.666,2649.353,3874.631,4923.286,5087.41,4296.544,2946.135,3044.339,2870.224,2876.25,2876.25,2701.124,3196.242,3093.137,4116.605,5394.05,5573.878999999999,4863.803,3457.507,3572.757,3257.617,3056.373
5,5339.575,4509.979,4646.811,4496.914,4816.07,4764.165,4923.007,4387.66,4065.9230000000007,4201.453,5345.370000000001,6090.16,6090.16,4829.182999999999,4408.288,4266.084999999999,3926.587,3416.024,3529.914,3812.749,3915.164,4045.67,3783.515,3805.6,3805.6,3306.561,3528.9570000000003,3415.119,3409.202,3190.579,3296.948,3151.43,2948.064,3046.3320000000003,3122.333,3364.112,3364.112,3031.7200000000003,3350.8680000000004,3242.7760000000003,2991.445,2608.5,2695.472,2602.548,2469.136,2551.441,2679.63,3017.5330000000004,3017.533,2541.74,2579.302,2496.099,2565.561,2466.655,2548.917,2313.322,1961.849,2027.243,2038.608,2175.966,2094.011,2095.791,2412.199,2334.3859999999995,2456.638,2423.26,2504.042,2332.616,2120.746,2191.4390000000003,2097.8,2151.92,2151.92,2123.708,2342.496,2266.931,2447.753,2452.679,2534.4700000000003,2422.4660000000003,2255.058,2330.227,2070.446,2070.092,2070.092,1870.934,2072.233,2005.386,2077.053,2013.893,2081.052,2138.7560000000003,2110.0959999999995,2180.432,2213.901,2369.724
6,4164.991,3650.914,3900.267,3774.451,5486.906,6749.4,6974.396,5610.122,4969.928,5135.592,4227.819,3985.323,3985.323,4071.244,4610.862,4462.124,6033.9980000000005,7220.648999999999,7461.389,6296.852000000001,5279.801,5455.794,5082.762,5096.488,5096.488,4481.723,4845.272999999999,4688.974,5959.499000000001,6778.147,7004.17,6045.442999999999,5340.139,5518.143,4788.868,4568.734,4568.734,4009.693,4342.2390000000005,4202.166,6352.697,7750.034,8008.442,7074.9490000000005,6194.284,4337.072,1904.454,1521.516,1521.516,1436.471,1669.836,1615.9699999999998,1182.453,641.2070000000001,662.658,2037.727,2812.444,2906.194,2534.4890000000005,2598.456,2598.456,1816.655,1238.538,1198.5839999999998,1493.395,1744.7040000000002,1802.905,1893.27,1904.213,1967.687,1954.721,2054.673,2054.673,1823.489,1983.049,1919.08,2344.4700000000003,2521.45,2605.55,2400.969,2160.476,2232.492,1760.63,1580.1129999999998,1580.1129999999998,979.335,631.933,558.545,778.3910000000001,913.653,944.16,1075.407,1120.936,1158.302,1016.031,977.628
7,4281.11,3888.393,4414.93,4272.513000000001,4824.469999999999,6027.6810000000005,6228.621999999999,5864.170999999999,4465.771,4614.630999999999,4406.849,4005.762,4005.762,3817.597,4731.891,4579.25,4820.728,5112.266,6601.66,6337.875,3816.187,3943.393,3776.98,3639.516,3639.516,3292.4790000000003,3799.872,3677.295,3799.872,4305.205,4471.109,4294.035,2998.837,3098.797,3059.771,3476.581,3476.581,3144.312,3606.04,3489.716,3606.041,5984.610000000001,6184.109,5809.0830000000005,3171.9170000000004,3277.647,3017.299,2079.3590000000004,2079.3590000000004,1878.13,1847.261,1780.184,1839.522,1910.27,1973.96,1973.96,2084.238,2419.783,2326.353,1943.207,1943.207,1817.838,1569.004,1506.3200000000002,1569.553,1896.977,1959.494,1940.089,1314.087,1357.89,1295.736,1404.9410000000005,1454.0459999999998,1329.152,1944.46,1881.735,1989.2180000000003,2553.1220000000003,1853.025,1768.827,1710.932,1767.9630000000002,1710.612,1757.967,1757.967,1587.837,1767.882,1710.853,1766.866,1695.619,1752.165,1752.165,1644.165,1697.138,1699.105,2136.6580000000004
8,2404.835,2088.308,2312.055,2168.54,2205.21,2134.074,2507.989,2577.946,2494.788,2071.675,1834.432,1895.579,1933.426,1813.934,1939.033,1141.88,758.812,326.526,775.8699999999999,840.811,813.688,1986.837,2087.05,2156.618,2035.706,1794.023,1986.24,2303.236,2423.763,2345.578,2755.806,2835.467,2744.0,2285.761,2056.868,2125.4300000000003,1923.331,1673.7089999999998,1853.035,2369.521,2845.486,2753.696,2898.319,2916.681,2822.594,2144.7470000000003,1857.675,1919.598,1859.887,1650.239,1827.05,3144.2680000000005,3681.866,3563.096,3657.175,3648.558,3530.8630000000003,2299.905,1401.411,1448.125,1566.2420000000002,1510.398,1614.564,2363.286,2921.142,2826.911,3016.448,3039.3,2941.257,2046.197,1645.906,1700.77,1684.606,1515.6059999999998,1677.9920000000002,2175.501,2533.029,2451.318,2558.036,2569.924,2487.023,1861.143,1520.501,1571.185,1581.871,1432.144,1585.587,2066.1130000000003,2302.19,2227.923,2601.32,2723.674,2635.813,1944.066,1572.712,1625.136
9,2382.111,2218.842,2456.575,2475.405,3976.719,3848.439,3842.918,3147.054,3045.535,3074.635,2611.033,2698.068,3123.179,2126.315,2272.957,2199.6360000000004,3794.805,3721.485,3822.717,3609.504,3493.068,3550.114,2602.25,2688.992,2688.992,2377.482,2627.8450000000003,2599.124,4365.345,4224.527,4293.4490000000005,3250.5,3145.6449999999995,3254.347,3261.022,3369.723,3369.723,2708.804,2985.303,2889.003,4600.041,4619.08,4623.68,3229.2630000000004,3125.094,3240.029,3286.588,3396.14,3396.14,2474.886,2689.5840000000003,2602.823,4408.228999999999,4444.234,4537.862999999999,2901.389,2807.7960000000003,2901.389,3259.427,3384.166,3384.166,3033.778,3232.548,3128.272,4735.175,4738.231,4896.2080000000005,3492.593,3334.651,3445.8080000000004,3391.403,3504.45,3486.928,2919.987,3232.843,3128.559,4354.977000000001,4214.493,4270.557,3045.843,2947.59,3068.44,3625.525,3746.376,3746.376,2769.0730000000003,2984.085,2887.824,3849.618,3783.203,3909.33,3444.5,3333.3859999999995,3462.974,3887.711,4017.301
